firstname,lastname,team,age,trueShooting,usage,assist,rebound,defensive,blocks
Renie,Waldron,New York Knicks,29,36.86,33.03,42.03,42.48,36.04,3.59
Clarice,Nadia,Washington Wizards,30,56.97,34.41,57.46,26.27,98.86,68.08
Maryellen,Tjon,Dallas Mavericks,22,53.33,47.27,42.71,86.8,89.33,38.68
Hyacinthe,Wu,Miami Heat,20,83.48,12.56,38.62,29.44,97.27,57.17
Mellicent,Berne,Atlanta Hawks,23,71.33,97.35,18.91,48.4,9.45,67.07
Bill,Argus,New Orleans Pelicans,23,44.73,75.34,33.21,34.31,46.3,67.35
Karlee,Garrison,New Orleans Pelicans,26,52.94,74.65,81.47,29.73,78.9,8.06
Elyssa,Tayib,Denver Nuggets,27,78.97,98.84,48.52,1.72,73.44,59.61
Shel,Nance,Houston Rockets,23,65.32,60.35,6.99,43.54,93.17,46.37
Katleen,Dudley,Detroit Pistons,20,39.53,37.97,2.04,43.97,2.42,45.98
Anallese,Clara,Miami Heat,29,45.57,10.91,39.37,25.65,17.33,30.95
Dede,Hessler,Utah Jazz,20,91.9,47.64,35.92,48.74,21.14,60.09
Marika,Grayce,Phoenix Suns,28,76.2,54.4,41.13,47.43,16.84,69.09
Calla,Bearnard,Portland Trail Blazers,20,82.17,56.94,85.81,87.05,21.09,38.38
Ayn,Rhu,Minnesota Timberwolves,25,29.62,83.77,60.01,99.71,7.79,16.06
Madelle,Bouchard,Miami Heat,21,20.81,41.25,26.26,36.06,2.36,16.49
Shaylyn,Emanuel,Denver Nuggets,18,39.96,18.38,70.75,43.49,36.74,68.54
Philis,Ophelia,Chicago Bulls,26,50.66,85.52,23.27,55.5,3.04,46.7
Belva,Clywd,Houston Rockets,28,30.16,82.17,95.24,3.54,24.66,32.87
Mariele,Henrie,LA Clippers,25,58.38,70.12,98.83,36.94,50.96,91.56
Roseline,Goddard,Phoenix Suns,21,24.12,24.69,43.84,88.47,12.59,94.82
Desirae,Philipp,Philadelphia 76ers,24,92.06,84.62,76.82,84.64,59.08,22.35
Starla,Sperling,LA Clippers,24,83.8,13.04,78.81,54.99,33.84,94.69
Chickie,Fitzsimmons,Oklahoma City Thunder,27,92.72,48.86,73.53,73.75,12.76,38.43
Chastity,Braun,Phoenix Suns,29,70.66,9.74,50.79,35.7,56.9,15.67
Caritta,Whittaker,New York Knicks,18,4.93,43.55,76.04,19.46,76.73,19.17
Katleen,Khorma,Milwaukee Bucks,30,27.18,29.11,70.42,29.27,88.52,75.39
Agnese,Zenas,Washington Wizards,19,14.68,74.6,98.72,39.68,50.21,37.12
Leona,Amethist,LA Clippers,30,47.31,74.48,31.88,56.83,82.13,78.44
Valli,Lenny,New Orleans Pelicans,29,89.43,15.34,65.47,67.84,79.36,79.5
Gilda,Bach,Golden State Warriors,21,48.81,71.33,67.42,6.67,74.55,45.95
Dulce,Cynar,Brooklyn Nets,30,56.07,65.29,88.96,77.83,96.85,76.71
Frances,Kolnick,Washington Wizards,29,95.59,19.31,76.16,44.48,63.15,91.46
Madelle,Ashely,Utah Jazz,28,16.5,29.12,72.79,50.19,18.64,8.55
Andree,Edison,Chicago Bulls,25,31.36,14.43,24.98,11.63,22.09,40
Elbertina,Earlie,Utah Jazz,18,66.71,15.36,88.46,44.8,14.13,99.47
Jordan,Eachern,Dallas Mavericks,22,21.71,92.4,65.43,84.77,71.75,3.59
Isa,Baudin,Dallas Mavericks,25,45.37,98.01,74.23,61.01,44.66,99.86
Babita,Sophronia,New York Knicks,20,60.68,21.44,40.79,79.78,5.56,41.47
Maurene,Niles,Memphis Grizzlies,28,55.54,56.51,3.04,68.35,94.29,1.11
Belinda,Berl,Golden State Warriors,21,53.45,58.01,83.13,23.87,50.46,15.67
Joeann,Bluh,Los Angeles Lakers,30,8.8,99.25,91.09,99.13,53.91,21.39
Marita,Artie,Milwaukee Bucks,30,91.96,79.56,74.11,92.44,50.85,16.26
Trudie,Cosenza,Milwaukee Bucks,21,76.6,44.32,30.42,53.29,55.48,87.37
Averyl,Drus,Oklahoma City Thunder,29,18.1,55.34,3.85,76.91,5.65,74.82
Ronna,Bibi,Milwaukee Bucks,29,23.69,77.36,98.65,21.66,94.18,98.29
Jacquetta,Toor,Memphis Grizzlies,24,39.18,79.15,57.53,32.62,60.29,22.04
Lynde,Dawkins,Orlando Magic,22,34.51,47.33,82.57,11.07,27.64,62.49
Lulita,Niles,Dallas Mavericks,23,29.55,87.58,82.86,55.41,67.55,17.18
Allis,Malvino,Charlotte Hornets,20,92.42,7.51,77.45,8.56,51.63,52.19
Jordan,Charmine,Toronto Raptors,26,22.64,52.95,94.25,2.09,1.7,59.71
Celisse,Pitt,Chicago Bulls,25,13.69,7.74,80.38,88.8,70.5,57.29
Blondelle,Korey,Cleveland Cavaliers,18,50.56,74.39,67.78,44.55,87.67,55.97
Thalia,Rugen,Detroit Pistons,27,9.52,21.12,88.64,99.62,93.4,95.23
June,Zina,Houston Rockets,21,91.29,47.49,89.86,27.57,61.69,91.44
Nikki,Jacinda,Denver Nuggets,19,24.19,24.5,36.16,59.97,81.44,35.31
Ermengarde,Montgomery,Denver Nuggets,23,32.91,4.25,21.54,93.83,72.15,97.79
Babita,Dominy,Oklahoma City Thunder,25,28.27,87.19,68.51,34.94,9.5,90.59
Livvyy,Oneida,Philadelphia 76ers,23,4.02,29.39,69.14,84.09,66.76,7.45
Leanna,Lutero,Boston Celtics,27,11.24,78.1,51.22,28.08,30.43,45.88
Feliza,Blase,Washington Wizards,24,60.84,74.8,51.77,35.46,23.04,36.82
Frank,Syd,Dallas Mavericks,30,94.22,3.29,21.73,61.07,34.83,57.56
Edyth,Larochelle,Los Angeles Lakers,24,62.4,92.89,19.77,23.55,89.2,12.4
Elena,Allare,Philadelphia 76ers,26,31.53,48.54,16.85,42.41,65.56,90.67
Cordi,Lesley,Boston Celtics,30,92.47,3.46,11.67,66.12,18.3,3.61
Ebonee,Kirbee,Milwaukee Bucks,30,10.03,63.86,23.42,98.62,94.25,88.45
Lynde,Lareena,New York Knicks,30,61.94,54.96,79.69,19.03,60.59,54.75
Tilly,Loleta,Orlando Magic,26,35.73,44.41,84.2,62.47,28.53,44.61
Deirdre,Malvino,Utah Jazz,19,64.21,77.89,64.92,86.56,62.41,14.27
Kirstin,Radu,Minnesota Timberwolves,25,63.6,18.82,93.22,45.46,18.43,33.35
Kirbee,Dosia,Oklahoma City Thunder,30,91.17,26.03,39.63,69.49,86.41,1.21
Odessa,Philipp,Portland Trail Blazers,19,67.16,30.31,50.87,27.37,43.43,83.59
Brandise,Ade,San Antonio Spurs,29,4.04,74.02,11.99,82.63,84.62,47.97
Renae,Doig,Washington Wizards,26,5.76,26.84,19.31,45.94,30.83,39.92
Lenna,Cookie,Orlando Magic,24,94.62,93.47,44.74,7.29,13.37,50.97
Halette,Masao,Miami Heat,21,31.27,13.71,42.55,55.37,97.94,58.17
Lisette,Delila,Charlotte Hornets,19,13.1,90.24,78.74,59.81,83.04,78.09
Nataline,Frodi,Chicago Bulls,23,32.64,73.46,7.61,40.26,63.62,51.7
Bernardine,Atonsah,Miami Heat,25,4.63,67.65,72.36,46.5,27.17,20.19
Viviene,Harriman,Philadelphia 76ers,20,47.74,49.92,13.97,92.14,27.66,18.49
Alyda,Infield,San Antonio Spurs,24,74.53,19.25,45.82,86.9,2.85,7.53
Nariko,Bach,Sacramento Kings,24,94.18,76.96,47.97,76.47,53.25,1.91
Demetris,Merriott,Utah Jazz,27,21.04,36.21,96.21,17.83,93.03,76.23
Charmaine,Loleta,Phoenix Suns,26,17.2,98.2,20.61,77.19,89.88,56.29
Merry,Nelsen,Orlando Magic,25,27.38,95.11,21.75,98.79,57.67,25.41
Marsiella,Pozzy,,18,99.12,15.69,68.79,16.31,46.86,47.02
Iseabal,Waldron,Los Angeles Lakers,22,54.48,58.4,52.42,8.69,48.47,26.91
Cindelyn,Edison,Toronto Raptors,23,22.3,75.42,56.28,50.86,51.43,40.21
Tabbatha,Mallon,New York Knicks,22,59.8,73.27,37.89,2.31,38.08,55.95
Tracey,Ummersen,Memphis Grizzlies,30,68.54,91.77,24.39,6.2,16.5,90.1
Abbie,Andrel,New Orleans Pelicans,29,68.45,2.1,24.42,40.49,29.32,30.5
Celisse,Hull,Boston Celtics,19,59.14,51.48,58.83,32.27,53.77,57.22
Carly,Kronfeld,Houston Rockets,21,31.36,90.46,54,91.84,52.1,29.22
Barbara,Georgy,Boston Celtics,27,96.49,99.41,28.46,65.65,84.43,93.2
Vere,Goerke,Memphis Grizzlies,27,31.31,6.35,89.87,35.82,48.12,99.36
Liana,Skurnik,Atlanta Hawks,18,6.94,48.12,98.94,77.79,81.57,35.11
Coral,Wenda,Los Angeles Lakers,29,66.11,62.45,80.59,93.04,83.27,65.61
Linet,Tayib,Indiana Pacers,30,60.46,19.45,76.1,85.22,49.15,24.13
Norine,Simmonds,Toronto Raptors,23,79.05,96.93,64.05,20.81,28.74,80.6
Gianina,Ardra,Dallas Mavericks,27,74.63,1.45,72.07,84.42,38.42,26.35
Georgina,Macey,Minnesota Timberwolves,28,33.66,39.62,34.17,85.25,50.85,74.61
Elsie,Shaver,Toronto Raptors,28,62.59,68.08,45.35,22.14,51.72,18.95
Maridel,Audly,Golden State Warriors,19,44.5,71.14,86.31,12.73,61.87,50.24
Demetris,Seligman,Golden State Warriors,22,22.04,32.44,23.04,88.4,88.51,52.36
Penelopa,Durante,Oklahoma City Thunder,23,49.02,7.12,41.01,42.94,13.38,59.41
Aaren,Oriana,LA Clippers,21,60.43,90.04,77.92,15.7,4.64,5.72
Albertina,Amadas,New York Knicks,28,97.04,9.32,1.63,8.07,47.79,39.01
Darlleen,Valoniah,LA Clippers,30,49.02,37.7,26.74,63.4,92.77,95.53
Harmonia,Yate,Washington Wizards,29,68.8,81.84,98.07,49.18,8.16,21.62
Marguerite,Kenney,Miami Heat,28,33.13,52.83,87.58,81.28,19.62,46.67
Claresta,Bow,Minnesota Timberwolves,18,37.1,78.49,54.61,49.2,15.57,40.43
Lacie,Kendrick,Denver Nuggets,18,70.31,50.96,79.24,82.43,11.9,62.74
Maridel,Adore,Washington Wizards,19,68.91,71.82,53.14,42.72,37.84,96.38
Nicoli,Jerald,Dallas Mavericks,24,98.43,7.79,73.19,42.72,70.57,80.23
Madelle,Vernier,Boston Celtics,28,69.37,83.73,55.37,4.42,99.08,18.17
Rosanne,Dielu,New Orleans Pelicans,30,26.33,60.16,1.07,38.63,40.72,33.54
Tani,Sharl,San Antonio Spurs,19,35.08,98.12,23.51,22.67,15.12,18.99
Adriana,Nance,Dallas Mavericks,22,31.3,55.39,71.96,71.77,7.16,38.24
Nariko,Parsaye,Charlotte Hornets,19,42.22,36.86,72.13,49.91,48.64,16.42
Stevana,Matthew,,26,33.43,16.4,65.96,57.18,51.78,13.01
Candi,Rurik,Indiana Pacers,30,41.87,6.86,6.12,92.81,67.58,49.45
Ardenia,Elbertina,Orlando Magic,21,95.57,57.48,55.72,17.12,74.94,84.6
Gianina,Soneson,Detroit Pistons,21,30.31,52.05,35.54,49.51,92.91,54.6
Sallie,Rodmann,LA Clippers,27,31.62,68.2,3.01,3.82,15.23,32.71
Doralynne,Hathaway,LA Clippers,29,80.77,81.12,81.32,30.45,6.68,38.98
Carmela,Thar,Sacramento Kings,20,35.49,2.02,38.98,86.19,58.38,23.81
Meg,Deny,Indiana Pacers,24,74.06,4.6,18.66,52.45,84.7,65.69
Wileen,Flita,Sacramento Kings,19,47.16,43.5,29.25,2.65,42.11,29.44
Deedee,Michella,Golden State Warriors,23,3.1,12.22,39.89,47.9,40.12,22.59
Renie,Sparhawk,,23,85.43,76.21,7.67,46.52,5.88,88.24
Sindee,Tacye,Dallas Mavericks,27,13.33,80.24,65.98,17.39,57.78,34.56
Esmeralda,Yoko,Brooklyn Nets,23,52.86,63.93,24.11,76.62,28.9,72.46
Meg,Aldric,New York Knicks,23,85.36,84.2,88.53,59.8,71.95,3.25
Lulita,Alrich,Utah Jazz,18,29.89,33.93,93.64,25.51,24.35,95.29
Rori,Daveta,Memphis Grizzlies,19,77.84,31.97,11,68.41,72.85,75.39
Kayla,Idelia,Milwaukee Bucks,27,8.32,37.39,6.25,17.57,32.58,96.36
Hettie,Emerson,New York Knicks,28,46.11,11.28,19.75,14.19,61.33,89.85
Rani,Marcellus,Washington Wizards,27,66.59,97.41,65.23,47.22,68.42,51.08
Eugine,Juan,San Antonio Spurs,23,62,28.89,86.72,79.49,62.21,51.64
Stephanie,Wildermuth,Memphis Grizzlies,23,70.35,93.02,29.81,89.1,52.49,43.48
Sara-Ann,Socha,Orlando Magic,28,93.3,20.17,73.98,30.02,91.11,99.42
Eolanda,Niccolo,Boston Celtics,19,53.12,61.65,37.91,56.44,71.04,74.13
Charmaine,Hoenack,Denver Nuggets,18,97.23,30.14,95.65,37.4,50.83,45.33
Almeta,Joli,Phoenix Suns,29,95.43,88.94,95.3,74.05,1.05,67.84
Barbara,Valerio,Phoenix Suns,29,79.29,10.81,5.91,51.95,71.02,73.06
Morganica,An,Cleveland Cavaliers,25,57.19,62.5,95.92,60.59,46.08,68.14
Tobe,Lilybelle,Golden State Warriors,19,69.65,80.73,18.1,52.86,62.14,78.76
Alisha,Meli,Atlanta Hawks,23,7.76,54.85,66.98,88.57,97.57,59.69
Amalie,Bebe,Chicago Bulls,29,13.2,19.41,38.58,83.19,21.99,81
Orelia,Ambrosia,Golden State Warriors,18,77.95,42.02,54.84,32.48,87.32,46.75
Nannie,Ventre,Washington Wizards,26,82.22,12.78,14.37,10.3,43.81,99.31
Vivia,Yate,Houston Rockets,26,25.63,28.92,81.8,10.84,58.4,14.82
Rani,Colbert,LA Clippers,26,24.07,52.85,35.4,64.43,52.41,18.5
Gratia,Koehler,Orlando Magic,25,68.11,85.23,33.09,85.14,43.29,72.48
Annecorinne,Concha,Atlanta Hawks,25,95.52,77.04,42.54,86.39,68.64,49.1
Audrie,Roumell,Indiana Pacers,28,82.34,55.18,63.03,89.67,40.41,29.53
Darci,Argus,Chicago Bulls,19,24.98,89.76,36.99,89.78,33.61,24.9
Lita,Santoro,Dallas Mavericks,18,14.06,23.2,72.09,14.58,52.64,56.07
Allis,Peonir,Cleveland Cavaliers,19,58.69,29.15,88.86,42.18,40.51,39.13
Bee,Taima,Charlotte Hornets,27,30.49,52.82,19.82,75,76.14,63.37
Flo,Bohlin,Denver Nuggets,30,79.2,41.21,85.35,33.86,3.59,19.11
Lisette,Craggie,Golden State Warriors,26,77.14,39.46,71.09,97.72,1.52,59.91
Nickie,McLaughlin,Sacramento Kings,25,57.47,16.68,3.45,4.08,64.59,55.18
Sissy,Llovera,Brooklyn Nets,18,97.49,76.92,70.25,2.85,99.14,12.79
Emilia,Bettine,Detroit Pistons,27,78.04,34.49,11.25,85.14,57.17,18.62
Madalyn,Naor,Los Angeles Lakers,24,49.47,37.46,23.21,75.41,39.31,60.66
Elyssa,Zachary,Miami Heat,21,57.79,37.64,77.04,65.75,78.39,94.31
Zsa Zsa,Longfellow,Miami Heat,28,72.29,27.5,64.27,97.48,42.23,22.53
Allis,Virgin,Atlanta Hawks,30,57.23,24.68,24.03,90.79,73.38,52.17
Silvana,Skurnik,Toronto Raptors,25,46.73,60.48,90.64,32.15,91.13,6.08
Allis,Ingra,Minnesota Timberwolves,22,69.64,75.97,24.61,73.83,89.65,75.75
Leona,Berl,Sacramento Kings,22,95.3,71.12,64.24,64.63,89.74,71.84
Margarette,Skell,San Antonio Spurs,19,3.56,62.39,18.47,33.05,48.17,64.47
Angelique,Hessler,Washington Wizards,30,3.14,67.36,27.17,5.9,8.41,60.68
Roseline,Chandler,San Antonio Spurs,19,2.99,21.59,31.15,11.19,46.56,78.92
Goldie,Kellby,,23,92.18,90.61,29.28,47.47,91.91,20.84
Dania,O'Carroll,Atlanta Hawks,23,27.35,86.41,98.6,44.75,6.38,95.31
Kalina,Georgy,Denver Nuggets,24,91.35,97.78,37.16,58.29,58.69,26.38
Doralynne,Lamoree,Toronto Raptors,23,88.94,47.04,78.76,44.09,24.46,7.36
Shel,Othilia,Orlando Magic,28,58.84,2.48,71.03,21.44,49.05,52.31
Louella,Latini,Utah Jazz,24,17.2,55.52,17,17.97,20.27,57.55
Rosaline,Quent,Philadelphia 76ers,18,96.89,9.02,1.7,62.38,91.68,61.63
Averyl,Catie,Sacramento Kings,29,10.57,81.07,13.43,99.62,18.08,66.35
Jany,Arquit,Charlotte Hornets,29,96.24,44.23,46.46,33.12,15.93,72.54
Lulita,Wesle,Charlotte Hornets,25,67.28,45.81,19.58,36.67,66.26,6.24
Frieda,Burnside,Sacramento Kings,27,81.12,36.63,88.03,36.46,8.29,61.44
Libbie,Nahum,Golden State Warriors,27,50.32,45.61,56.18,59.12,18.15,39.37
Catharine,Viddah,Toronto Raptors,27,42.95,61.01,64.32,61.27,34.95,55.37
Meg,Ricarda,Detroit Pistons,27,94.63,3.31,54.3,96.41,29.05,68.89
Janis,Paton,Houston Rockets,21,39.01,47.13,10.4,75.62,65.36,8.76
Alex,Sasnett,Miami Heat,18,49.37,32.39,36.34,59.03,66.26,92.47
Kathi,Melony,Miami Heat,28,33.29,96.76,17.1,61.68,45.11,52.89
Veda,Sancho,Washington Wizards,20,18.1,44.39,58.34,19.67,73.67,24.51
Renie,Westphal,Memphis Grizzlies,28,8.49,43.98,15.61,37.49,31.48,66.69
Fina,Delila,,18,64.19,25.53,79.05,50.08,12.43,80.87
Mahalia,Florina,Chicago Bulls,30,31.06,4.36,55.14,51.94,99.22,56.03
Jolyn,Fry,Milwaukee Bucks,18,85.94,19.48,35.08,13.39,80.87,21.08
Estell,Danby,Oklahoma City Thunder,18,33.66,76.56,29.6,91.24,17.47,91.89
Meg,Bonucci,Minnesota Timberwolves,27,62.44,11.93,14.56,4.76,70.98,59.38
Chere,Argus,Detroit Pistons,20,43.77,66.16,88.38,14.15,42.36,78.6
Genevra,Shaver,New York Knicks,25,76.55,69.74,53.01,96.78,34.49,72.46
Deane,Sisile,Houston Rockets,30,56.09,51.04,12.02,61.13,1.01,1.92
Laure,Schalles,Milwaukee Bucks,23,60.27,11.66,74.35,82.09,97.62,24.23
Cordi,Merat,Orlando Magic,29,6.04,84.27,97.62,77.86,51.5,79.55
Claudina,Screens,Indiana Pacers,30,79.4,46.38,43.85,55.3,34.18,37.89
Nicoli,Egbert,Washington Wizards,26,10.5,57.58,60.15,20.92,22.1,15
Chastity,Mandler,Detroit Pistons,20,99.04,64.25,50.07,91.26,79.78,51.25
Ofilia,Hoenack,Indiana Pacers,28,1.72,37.79,89.45,46.15,84.49,43.09
Alyda,Armanda,Brooklyn Nets,30,54.99,14.74,29.07,76.92,13.73,76.26
Lanna,Ethban,San Antonio Spurs,18,39.57,38.26,7.35,12.27,92.41,43.53
Diena,Rustice,Memphis Grizzlies,18,7.3,99.77,29.76,54.94,69.12,63.97
Angela,Martsen,Atlanta Hawks,24,76.44,71.86,96.84,53.13,1.12,15.75
Jolyn,Love,Atlanta Hawks,25,3.68,30.58,42.17,77,33.87,73.21
Zia,Velick,Cleveland Cavaliers,25,72.83,10.75,96.65,30.97,27.21,5.87
Melisent,Kellby,Memphis Grizzlies,22,99.75,66.38,7.97,6.13,96.31,80.44
Aurelie,Pandolfi,Cleveland Cavaliers,23,29.35,5.93,18.91,48.76,33.76,84.65
Orsola,Cleo,Atlanta Hawks,30,83.22,25.93,29.83,10.67,58.93,76.43
Jere,Jalbert,Utah Jazz,20,51.63,62.47,60.57,48.15,16.66,36.34
Laurene,Keelia,Philadelphia 76ers,19,67.63,68.91,95.87,91.78,81.81,7.58
Raquela,Schlosser,San Antonio Spurs,18,69.17,85.89,20.33,91.55,52.41,97.9
Neila,Ophelia,Oklahoma City Thunder,18,48.29,82.96,44.98,48.46,98.51,60.3
Rochette,Cyrie,Toronto Raptors,20,52.23,18.24,26.12,11.02,16.76,84.51
Dulce,Maisey,LA Clippers,26,21.55,93,22.37,47.35,86.86,11.2
Carolina,Sandye,Phoenix Suns,24,97.8,27.78,57.82,55.16,6.92,81.86
Feliza,Morehouse,Milwaukee Bucks,21,98.18,23.91,22.09,77.35,82.31,55.89
Karena,Etom,Toronto Raptors,21,49.55,92.46,14.77,95.27,11.1,64.26
Melodie,Celestine,Miami Heat,24,8.15,2.34,35.44,16.18,42.68,36.32
Valli,Candy,Detroit Pistons,18,89.05,44.86,11.13,30.83,49.16,64.87
Joy,Ajay,Cleveland Cavaliers,19,71.23,53.28,73.68,40.29,68.23,20.1
Florie,Aaberg,Chicago Bulls,29,5.75,64.83,22.03,60.55,56.26,97.05
Laure,Persse,Charlotte Hornets,21,42.85,57.19,13.12,38.5,42.37,25.19
Clary,Susannah,Orlando Magic,29,3.83,43.92,88.72,33.21,37.43,66.86
Edyth,Pernick,Phoenix Suns,25,9.59,94.93,91.83,28.31,31.61,82.34
Jacenta,Vary,Minnesota Timberwolves,25,4.6,57.11,81.79,88.35,39.32,39.5
Margalo,Telfer,Golden State Warriors,20,11.51,1.1,2.45,24.29,40.98,34.54
Petronia,Rustice,Memphis Grizzlies,27,20.14,98.85,38.38,39.29,52,5.8
Fanny,Kellby,Phoenix Suns,18,74.14,11.37,16.65,12,33.78,95.49
Elmira,Raama,Houston Rockets,28,44.52,57.17,86.11,8.5,90.77,1.26
Briney,Shelba,Golden State Warriors,21,8.59,79.21,99.08,6.12,38.45,37.48
Krystle,Bultman,Minnesota Timberwolves,30,17.52,45.07,37.68,88.57,93.39,39.07
Adelle,Clara,Denver Nuggets,24,16.99,45.7,43.88,42.88,18.03,42.5
Tina,Torray,Memphis Grizzlies,28,12.71,23.67,55.13,62.53,45.93,91.51
Marcy,Yoko,Golden State Warriors,18,54.64,89,91.39,62.91,56.67,91.75
Chloris,Kaete,Memphis Grizzlies,18,88.42,6.58,85.62,78.08,70.65,18.18
Dolli,Means,Memphis Grizzlies,30,75.91,35.37,47.1,75.78,24.79,40.62
Aigneis,Pattin,Minnesota Timberwolves,24,54.89,72.46,39.35,27.41,39.55,9.03
Kristan,Swanhildas,Memphis Grizzlies,26,60.43,41.36,8.32,77.82,7.32,35.02
Kelly,Pillsbury,Milwaukee Bucks,19,5.21,31.98,28.99,7.41,76.31,68.14
Annora,Wilona,Utah Jazz,21,52.58,60.08,49.74,55.1,94.41,86.96
Winny,Poll,Minnesota Timberwolves,19,94.06,79.78,8.64,93.85,62.05,37.96
Nannie,Standing,Charlotte Hornets,23,61.81,22.96,14.56,62.14,83.47,18.3
Sheree,Bearnard,LA Clippers,22,59.5,51.34,48.2,54.46,66.81,74.38
Olivette,Helfand,Denver Nuggets,29,74.37,53.87,50.57,85.38,56.36,2.95
Ottilie,Nester,Milwaukee Bucks,18,46.24,73.52,91.46,33.32,6.95,18.23
Melodie,Edison,LA Clippers,23,76.64,10.32,73.48,29.42,67.72,33.61
Brandise,Devlen,Brooklyn Nets,19,49.69,65.31,74.03,61.63,17.16,53.19
Paule,Berne,Chicago Bulls,30,44.01,50.39,25.07,23.07,33.67,98.54
Donetta,McAdams,Washington Wizards,20,41.99,58.05,50.24,60.63,54.89,17.16
Kittie,Madelene,Boston Celtics,25,88.29,26.55,89.6,65.63,95.3,48.27
Wileen,Angelis,Golden State Warriors,29,19.29,9.29,61.88,56.34,45.83,39.42
Amii,Trey,Toronto Raptors,27,43.94,83.39,64.48,82.46,84.82,16.5
Berget,Zrike,Chicago Bulls,29,87.1,74.75,70.57,67.53,73.93,46.43
Di,Zetta,Cleveland Cavaliers,20,11.46,35.91,18.44,69.54,72.18,38.48
Violet,Gino,Sacramento Kings,27,16.35,30.99,32.55,34.96,91.67,76.92
Marsiella,Si,Toronto Raptors,23,95,18.33,66.55,90.18,17.58,79.64
Louella,Evvie,Dallas Mavericks,29,41.79,92.45,13.84,14.11,19.48,91.85
Kylynn,Olnee,Oklahoma City Thunder,24,77.78,1.67,2.05,32.52,54.08,35.31
Maisey,Fry,Orlando Magic,27,25.6,43.16,27.73,81.55,14.81,68.6
Rosanne,Fiann,Chicago Bulls,29,63.55,19.14,52.63,52.98,35.03,3.2
Teriann,Kelula,Golden State Warriors,18,46.52,83.78,73.54,71.11,43.94,67.08
Celene,Wandie,Charlotte Hornets,25,23.05,28.62,42.3,83.26,42.2,84.85
Laure,Emanuel,Sacramento Kings,24,98.78,65.58,15.12,14.28,76.96,1.5
Fanchon,Plato,Sacramento Kings,24,7.19,25.65,20.04,28.92,65.8,36.67
Ivett,Schonfeld,New York Knicks,23,29.59,7.74,12.15,97.65,77.19,40.19
Shaylyn,Jerald,Denver Nuggets,24,44.11,32.4,92.34,8.44,77.56,24.96
Yolane,O'Carroll,Toronto Raptors,28,16.67,78.95,67.73,39.28,91.42,83.03
Karlee,Ophelia,Golden State Warriors,21,75.87,64.93,58.68,15.33,26.28,23.79
Jenilee,Bow,Sacramento Kings,28,29.06,69.77,79.42,42.52,61.97,69.65
Zsa Zsa,Ries,New York Knicks,19,26.34,39.48,58.87,26.12,82.21,65.4
Nannie,Phi,Sacramento Kings,25,76.35,71.7,84.66,73.23,86.57,13.32
Gerrie,Eugenia,Houston Rockets,21,33.2,20.63,53.8,50.83,24.91,90.91
Jessamyn,Lenny,Chicago Bulls,28,59.28,22.83,27.57,84.83,22.68,5.55
Rozele,Letsou,Memphis Grizzlies,27,55.9,14.22,9.7,37.1,60.12,31.05
Clary,Mandler,Houston Rockets,25,48.41,80.65,72.66,71.7,70.22,14.64
Kathi,Elsinore,LA Clippers,21,58.49,54.28,80.82,49.76,88.26,69.48
Cam,Ioab,Indiana Pacers,23,91.22,49.72,50.84,53.13,75.06,38.44
Dorthy,Simmonds,Minnesota Timberwolves,29,77.82,22.27,42.95,68.93,27.8,88.63
Vita,Crudden,LA Clippers,25,8.65,44.27,20.35,91.73,91.03,79.13
Taffy,Teddman,Utah Jazz,19,17.84,5.55,87.52,83.66,34.63,30.78
Rosabelle,Dearborn,Miami Heat,26,56.38,57.72,73.62,3.06,70.93,36.25
Elbertina,Iiette,Los Angeles Lakers,30,24.49,85.1,24.41,9.83,85.65,4.45
Sandie,Oneida,Houston Rockets,22,67.92,92.92,11.35,66.43,1.49,63.87
Harrietta,Anastatius,Miami Heat,26,47.51,52.08,59.35,30.62,63.14,60.24
Rozele,Autrey,Philadelphia 76ers,28,12.18,75.22,95.52,51.92,54.83,93.17
Mellicent,Crudden,Denver Nuggets,25,22.95,20.41,28.74,29.6,68.87,58.13
Concettina,Fitzsimmons,LA Clippers,25,58.5,11.66,68.67,27.86,64.26,34.29
Hildegaard,Lindemann,Houston Rockets,26,89.9,74.68,31.49,53.15,48.13,76.56
Kylynn,Clywd,Los Angeles Lakers,18,92.52,78.69,57.8,8.57,35.94,90.81
Karolina,Alisia,Los Angeles Lakers,23,78.9,31.41,87.24,18.72,83.81,43.83
Christian,Dom,Detroit Pistons,20,69,56.42,12.42,36.51,20.34,56.22
Wileen,Greyson,Memphis Grizzlies,30,88.9,33.76,74.3,16.68,75.2,79.46
Roslyn,Klotz,San Antonio Spurs,26,15.93,76.87,39.23,94.86,96.45,1.43
Eve,Philipp,Cleveland Cavaliers,30,24.54,30.36,55.59,77.21,75.96,20.87
Josephine,Fiann,Miami Heat,20,26.28,27.68,44.03,44.82,83.64,64.72
Kore,Sherrie,Houston Rockets,27,77.65,82.73,14.13,22.5,86.24,12.1
Mary,Melony,Chicago Bulls,30,92.83,25.83,87.95,96.85,32.01,61.55
Charmaine,Killigrew,Philadelphia 76ers,25,51.18,21.51,75.99,21.15,92.93,79.16
Blinni,Wareing,Los Angeles Lakers,25,87.02,77.19,86.86,52.52,26.42,5.53
Jan,Brittani,Chicago Bulls,20,52.61,27.61,97.45,82.94,34.11,97.7
Kerrin,Suanne,Dallas Mavericks,23,8.6,26.91,15.4,93.62,32.84,73.49
